t,attitude,stability,speed,u_cmd,u_eff,turb,crashed,a_ref,attitude_err
0,-0.0003989433284868747,0.809190248206639,1.0015504076004063,0.0005793037486582402,0.0005793037486582402,0.0,False,0.0,-0.0003989433284868747
1,0.0004342584727296852,0.8731381654034247,1.0046560436936287,0.0003191546627894998,0.0003191546627894998,0.0,False,0.0,0.0004342584727296852
2,-0.0007678864825666829,0.9275350412548931,1.008399558901919,-0.00034740677818374815,-0.00034740677818374826,0.0,False,0.0,-0.0007678864825666829
3,-0.0011147042475159236,0.9682213761788218,1.012685051979921,0.0006143091860533463,0.0006143091860533463,0.0,False,0.0,-0.0011147042475159236
4,-0.0003491015111809328,0.992846741359543,1.0173741456581713,0.0008917633980127389,0.0008917633980127389,0.0,False,0.0,-0.0003491015111809328
5,-0.0006120221386295685,1.0,1.022306591248784,0.00027928120894474626,0.00027928120894474636,0.0,False,0.0,-0.0006120221386295685
6,-0.0005798159469937645,1.0,1.0273093228199524,0.0004896177109036548,0.0004896177109036548,0.0,False,0.0,-0.0005798159469937645
7,0.0007782674077169575,1.0,1.03231146441646,0.0004638527575950116,0.0004638527575950116,0.0,False,0.0,0.0007782674077169575
8,0.0007094591782785443,1.0,1.03731310457773,-0.0006226139261735661,-0.0006226139261735658,0.0,False,0.0,0.0007094591782785443
9,0.00017741624104686938,1.0,1.0423143190477107,-0.0005675673426228355,-0.0005675673426228355,0.0,False,0.0,0.00017741624104686938
10,0.0005929495823686061,1.0,1.0473151726181362,-0.0001419329928374955,-0.00014193299283749556,0.0,False,0.0,0.0005929495823686061
11,-0.001056735081708727,1.0,1.0523157207057052,-0.0004743596658948849,-0.0004743596658948848,0.0,False,0.0,-0.001056735081708727
12,0.0005063927848761797,1.0,1.057316010701692,0.0008453880653669817,0.0008453880653669817,0.0,False,0.0,0.0005063927848761797
13,0.0002719402205617007,1.0,1.0623160831269194,-0.0004051142279009438,-0.0004051142279009438,0.0,False,0.0,0.0002719402205617007
14,0.0003184129194976145,1.0,1.0673159726202417,-0.00021755217644936058,-0.00021755217644936058,0.0,False,0.0,0.0003184129194976145
15,0.00017805425473382702,1.0,1.0723157087846062,-0.00025473033559809163,-0.00025473033559809163,0.0,False,0.0,0.00017805425473382702
16,-0.0010123051781413533,1.0,1.0773153169112726,-0.0001424434037870616,-0.0001424434037870616,0.0,False,0.0,-0.0010123051781413533
17,0.0008927756404274901,1.0,1.0823148185997904,0.0008098441425130826,0.0008098441425130826,0.0,False,0.0,0.0008927756404274901
18,-0.00010736003695688618,1.0,1.0873142322887783,-0.0007142205123419921,-0.0007142205123419923,0.0,False,0.0,-0.00010736003695688618
19,-0.0009484778038879658,1.0,1.0923135737103782,8.588802956550895e-05,8.588802956550907e-05,0.0,False,0.0,-0.0009484778038879658
20,-0.0003906012343175264,1.0,1.097312856279391,0.0007587822431103727,0.0007587822431103727,0.0,False,0.0,-0.0003906012343175264
21,0.00014440016764882108,1.0,1.1023120914265079,0.00031248098745402113,0.00031248098745402113,0.0,False,0.0,0.00014440016764882108
22,0.0006639315683613872,1.0,1.1073112888836913,-0.00011552013411905688,-0.00011552013411905688,0.0,False,0.0,0.0006639315683613872
23,0.0006551259895267433,1.0,1.1123104569285955,-0.0005311452546891098,-0.0005311452546891098,0.0,False,0.0,0.0006551259895267433
24,0.0001288622121865198,1.0,1.1173096025939202,-0.0005241007916213946,-0.0005241007916213946,0.0,False,0.0,0.0001288622121865198
25,-0.001074472734701703,1.0,1.1223087318467402,-0.00010308976974921585,-0.00010308976974921583,0.0,False,0.0,-0.001074472734701703
26,0.0002987588835134553,1.0,1.1273078497421298,0.0008595781877613625,0.0008595781877613625,0.0,False,0.0,0.0002987588835134553
27,-0.0003681203680707168,1.0,1.1323069605547684,-0.00023900710681076426,-0.00023900710681076445,0.0,False,0.0,-0.0003681203680707168
28,0.0012027645579169753,1.0,1.1373060678916966,0.0002944962944565735,0.0002944962944565734,0.0,False,0.0,0.0012027645579169753
29,-0.0008647588209695467,1.0,1.1423051747889206,-0.0009622116463335802,-0.0009622116463335802,0.0,False,0.0,-0.0008647588209695467
30,-0.00022809171924530926,1.0,1.147304283794183,0.0006918070567756374,0.0006918070567756372,0.0,False,0.0,-0.00022809171924530926
31,-0.0003336052429604846,1.0,1.1523033970378889,0.00018247337539624743,0.00018247337539624737,0.0,False,0.0,-0.0003336052429604846
32,-0.0008038809356015109,1.0,1.1573025162938697,0.00026688419436838765,0.00026688419436838765,0.0,False,0.0,-0.0008038809356015109
33,-0.00019958906463211104,1.0,1.1623016430314566,0.0006431047484812087,0.0006431047484812087,0.0,False,0.0,-0.00019958906463211104
34,0.0005409936280029733,1.0,1.1673007784600935,0.00015967125170568885,0.00015967125170568885,0.0,False,0.0,0.0005409936280029733
35,-0.00010406661847624602,1.0,1.1722999235675642,-0.0004327949024023787,-0.0004327949024023788,0.0,False,0.0,-0.00010406661847624602
36,0.000764524379961018,1.0,1.1772990791527418,8.325329478099682e-05,8.325329478099689e-05,0.0,False,0.0,0.000764524379961018
37,-0.0005357999186533474,1.0,1.1822982458536462,-0.0006116195039688145,-0.0006116195039688145,0.0,False,0.0,-0.0005357999186533474
